Experiment of CPU usage start time:  Sun Sep 6 02:34:14 UTC 2020
Linux 4.15.0-101-generic (obelix53.cs.umass.edu) 	09/06/20 	_x86_64_	(32 CPU)

02:34:14        CPU     %user     %nice   %system   %iowait    %steal     %idle
02:34:17        all     25.02      0.00      0.07      0.00      0.00     74.91
02:34:17          0     99.67      0.00      0.00      0.00      0.00      0.00
02:34:17          1     99.67      0.00      0.33      0.00      0.00      0.00
02:34:17          2    100.00      0.00      0.00      0.00      0.00      0.00
02:34:17          3    100.00      0.00      0.00      0.00      0.00      0.00
02:34:17          4     99.67      0.00      0.33      0.00      0.00      0.00
02:34:17          5    100.00      0.00      0.00      0.00      0.00      0.00
02:34:17          6    100.00      0.00      0.00      0.00      0.00      0.00
02:34:17          7    100.00      0.00      0.00      0.00      0.00      0.00
02:34:17          8      0.00      0.00      0.34      0.00      0.00     99.66
02:34:17          9      0.00      0.00      0.00      0.00      0.00    100.00
02:34:17         10      0.00      0.00      0.00      0.00      0.00    100.00
02:34:17         11      0.00      0.00      0.00      0.00      0.00    100.00
02:34:17         12      0.00      0.00      0.00      0.00      0.00    100.00
02:34:17         13      0.00      0.00      0.00      0.00      0.00    100.00
02:34:17         14      0.00      0.00      0.00      0.00      0.00    100.00
02:34:17         15      0.00      0.00      0.33      0.00      0.00     99.67
02:34:17         16      0.67      0.00      0.33      0.00      0.00     99.00
02:34:17         17      0.00      0.00      0.00      0.00      0.00    100.00
02:34:17         18      0.00      0.00      0.00      0.00      0.00    100.00
02:34:17         19      0.00      0.00      0.00      0.00      0.00    100.00
02:34:17         20      0.00      0.00      0.00      0.00      0.00    100.00
02:34:17         21      0.00      0.00      0.00      0.00      0.00    100.00
02:34:17         22      0.00      0.00      0.00      0.00      0.00    100.00
02:34:17         23      0.00      0.00      0.00      0.00      0.00    100.00
02:34:17         24      0.00      0.00      0.00      0.00      0.00    100.00
02:34:17         25      0.00      0.00      0.00      0.00      0.00    100.00
02:34:17         26      0.00      0.00      0.00      0.00      0.00    100.00
02:34:17         27      0.00      0.00      0.00      0.00      0.00    100.00
