Experiment of CPU usage start time:  Sat Sep 5 18:01:29 UTC 2020
Linux 4.15.0-101-generic (obelix53.cs.umass.edu) 	09/05/20 	_x86_64_	(32 CPU)

18:01:29        CPU     %user     %nice   %system   %iowait    %steal     %idle
18:01:32        all     43.34      0.00      0.81      0.01      0.00     55.84
18:01:32          0     85.76      0.00      1.36      0.00      0.00     12.88
18:01:32          1     91.58      0.00      1.01      0.00      0.00      7.41
18:01:32          2     82.77      0.00      1.01      0.00      0.00     15.88
18:01:32          3     86.87      0.00      3.70      0.00      0.00      9.09
18:01:32          4     90.94      0.00      0.67      0.00      0.00      8.05
18:01:32          5     90.00      0.00      0.33      0.00      0.00      9.67
18:01:32          6     80.81      0.00      1.01      0.00      0.00     18.18
18:01:32          7     89.67      0.00      1.67      0.00      0.00      8.67
18:01:32          8     85.19      0.00      1.68      0.00      0.00     13.13
18:01:32          9     88.93      0.00      2.01      0.00      0.00      8.72
18:01:32         10     75.50      0.00      1.01      0.00      0.00     23.49
18:01:32         11     88.85      0.00      0.68      0.00      0.00     10.47
18:01:32         12     90.54      0.00      1.01      0.00      0.00      8.45
18:01:32         13     81.57      0.00      2.05      0.00      0.00     16.38
18:01:32         14     90.82      0.00      1.02      0.00      0.00      8.16
18:01:32         15     89.60      0.00      1.01      0.00      0.00      9.40
18:01:32         16      0.00      0.00      1.71      0.00      0.00     98.29
18:01:32         17      0.00      0.00      0.00      0.00      0.00    100.00
18:01:32         18      0.33      0.00      0.33      0.00      0.00     99.33
18:01:32         19      0.00      0.00      0.00      0.00      0.00    100.00
18:01:32         20      0.00      0.00      0.33      0.00      0.00     99.67
18:01:32         21      0.00      0.00      0.00      0.00      0.00    100.00
18:01:32         22      0.00      0.00      0.00      0.00      0.00    100.00
18:01:32         23      0.00      0.00      0.00      0.00      0.00    100.00
18:01:32         24      0.67      0.00      1.00      0.00      0.00     98.33
18:01:32         25      0.00      0.00      0.00      0.00      0.00    100.00
18:01:32         26      0.34      0.00      2.04      0.00      0.00     97.62
18:01:32         27      0.00      0.00      0.00      0.00      0.00    100.00
18:01:32         28      0.00      0.00      0.00      0.00      0.00    100.00
18:01:32         29      0.00      0.00      0.00      0.00      0.00    100.00
18:01:32         30      0.00      0.00      0.00      0.00      0.00    100.00
18:01:32         31      0.00      0.00      0.00      0.33      0.00     99.67

18:01:32        CPU     %user     %nice   %system   %iowait    %steal     %idle
18:01:35        all     45.47      0.00      0.88      0.00      0.00     53.65
18:01:35          0     88.08      0.00      0.99      0.00      0.00     10.93
18:01:35          1     91.36      0.00      0.66      0.00      0.00      7.97
18:01:35          2     85.71      0.00      1.70      0.00      0.00     12.59
18:01:35          3     87.88      0.00      2.02      0.00      0.00     10.10
18:01:35          4     93.31      0.00      1.00      0.00      0.00      5.69
18:01:35          5     92.98      0.00      0.67      0.00      0.00      6.35
18:01:35          6     87.67      0.00      1.33      0.00      0.00     11.00
18:01:35          7     91.36      0.00      0.66      0.00      0.00      7.64
18:01:35          8     90.54      0.00      0.68      0.00      0.00      8.78
18:01:35          9     91.50      0.00      1.36      0.00      0.00      7.14
18:01:35         10     81.67      0.00      2.00      0.00      0.00     16.33
