Experiment of CPU usage start time:  Sat Sep 5 18:18:34 UTC 2020
Linux 4.15.0-101-generic (obelix53.cs.umass.edu) 	09/05/20 	_x86_64_	(32 CPU)

18:18:34        CPU     %user     %nice   %system   %iowait    %steal     %idle
18:18:37        all     46.12      0.00      0.78      0.00      0.00     53.11
18:18:37          0     93.24      0.00      0.34      0.00      0.00      6.42
18:18:37          1     92.67      0.00      1.33      0.00      0.00      6.00
18:18:37          2     89.23      0.00      1.35      0.00      0.00      9.43
18:18:37          3     94.30      0.00      1.01      0.00      0.00      4.70
18:18:37          4     93.98      0.00      0.67      0.00      0.00      5.35
18:18:37          5     92.95      0.00      1.68      0.00      0.00      5.37
18:18:37          6     91.64      0.00      1.67      0.00      0.00      6.69
18:18:37          7     88.22      0.00      2.02      0.00      0.00      9.76
18:18:37          8     94.67      0.00      1.00      0.00      0.00      4.33
18:18:37          9     92.62      0.00      1.68      0.00      0.00      5.70
18:18:37         10     92.28      0.00      0.67      0.00      0.00      7.05
18:18:37         11     94.97      0.00      0.34      0.00      0.00      4.70
18:18:37         12     94.31      0.00      1.00      0.00      0.00      4.68
18:18:37         13     83.96      0.00      1.71      0.00      0.00     14.33
18:18:37         14     95.67      0.00      1.33      0.00      0.00      3.00
18:18:37         15     90.82      0.00      0.34      0.00      0.00      8.84
18:18:37         16      0.00      0.00      1.38      0.00      0.00     98.62
18:18:37         17      0.00      0.00      0.34      0.00      0.00     99.66
18:18:37         18      0.00      0.00      0.00      0.00      0.00    100.00
18:18:37         19      0.00      0.00      0.00      0.00      0.00    100.00
18:18:37         20      0.34      0.00      0.00      0.00      0.00     99.66
18:18:37         21      0.00      0.00      0.00      0.00      0.00    100.00
18:18:37         22      0.00      0.00      0.00      0.00      0.00    100.00
18:18:37         23      0.00      0.00      0.00      0.00      0.00    100.00
18:18:37         24      0.00      0.00      0.00      0.00      0.00    100.00
18:18:37         25      0.00      0.00      0.00      0.00      0.00    100.00
18:18:37         26      0.68      0.00      2.38      0.00      0.00     96.94
18:18:37         27      0.00      0.00      0.00      0.00      0.00    100.00
18:18:37         28      0.67      0.00      2.34      0.00      0.00     96.99
18:18:37         29      0.00      0.00      0.00      0.00      0.00    100.00
18:18:37         30      0.00      0.00      0.00      0.00      0.00    100.00
18:18:37         31      0.33      0.00      0.00      0.00      0.00     99.67

18:18:37        CPU     %user     %nice   %system   %iowait    %steal     %idle
18:18:40        all     47.15      0.00      1.22      0.00      0.00     51.63
18:18:40          0     95.02      0.00      1.00      0.00      0.00      3.65
18:18:40          1     94.65      0.00      0.67      0.00      0.00      4.68
18:18:40          2     92.91      0.00      0.34      0.00      0.00      6.76
18:18:40          3     92.28      0.00      2.01      0.00      0.00      5.70
18:18:40          4     90.27      0.00      1.01      0.00      0.00      8.72
18:18:40          5     83.56      0.00      1.37      0.00      0.00     15.07
18:18:40          6     92.05      0.00      1.32      0.00      0.00      6.62
18:18:40          7     87.96      0.00      1.34      0.00      0.00     10.70
18:18:40          8     84.90      0.00      2.01      0.00      0.00     13.09
18:18:40          9     88.78      0.00      1.02      0.00      0.00     10.20
18:18:40         10     95.27      0.00      0.68      0.00      0.00      4.05
18:18:40         11     93.31      0.00      1.00      0.00      0.00      5.69
18:18:40         12     92.95      0.00      0.34      0.00      0.00      6.71
18:18:40         13     86.69      0.00      2.73      0.00      0.00     10.24
18:18:40         14     92.67      0.00      0.67      0.00      0.00      6.67
18:18:40         15     94.61      0.00      1.01      0.00      0.00      4.38
18:18:40         16      0.34      0.00      2.76      0.00      0.00     96.90
18:18:40         17      0.00      0.00      0.67      0.00      0.00     99.33
18:18:40         18      4.70      0.00      1.01      0.00      0.00     94.30
18:18:40         19      0.33      0.00      0.67      0.00      0.00     99.00
18:18:40         20      5.98      0.00      1.33      0.00      0.00     92.69
18:18:40         21      0.34      0.00      0.00      0.00      0.00     99.66
18:18:40         22      0.00      0.00      0.33      0.00      0.00     99.67
18:18:40         23      8.70      0.00      1.67      0.00      0.00     89.63
18:18:40         24      0.33      0.00      1.33      0.00      0.00     98.33
18:18:40         25      5.67      0.00      2.00      0.00      0.00     92.33
18:18:40         26      4.75      0.00      2.37      0.00      0.00     92.88
18:18:40         27      0.00      0.00      0.33      0.00      0.00     99.67
18:18:40         28      3.33      0.00      3.67      0.00      0.00     93.00
18:18:40         29     17.39      0.00      2.68      0.00      0.00     79.93
18:18:40         30      0.33      0.00      0.33      0.00      0.00     99.33
18:18:40         31      0.00      0.00      0.33      0.00      0.00     99.67

18:18:40        CPU     %user     %nice   %system   %iowait    %steal     %idle
18:18:43        all     45.21      0.00      0.90      0.00      0.00     53.89
18:18:43          0     94.70      0.00      0.99      0.00      0.00      4.30
18:18:43          1     91.28      0.00      1.34      0.00      0.00      7.38
18:18:43          2     91.97      0.00      0.67      0.00      0.00      7.36
18:18:43          3     93.65      0.00      1.34      0.00      0.00      5.02
18:18:43          4     79.12      0.00      2.02      0.00      0.00     18.86
18:18:43          5     83.90      0.00      0.34      0.00      0.00     15.75
18:18:43          6     94.63      0.00      0.67      0.00      0.00      4.70
18:18:43          7     88.74      0.00      1.02      0.00      0.00     10.24
18:18:43          8     88.63      0.00      1.34      0.00      0.00     10.03
18:18:43          9     86.20      0.00      2.36      0.00      0.00     11.11
18:18:43         10     92.26      0.00      0.67      0.00      0.00      6.73
18:18:43         11     93.00      0.00      1.00      0.00      0.00      6.00
18:18:43         12     94.65      0.00      0.67      0.00      0.00      4.68
18:18:43         13     87.76      0.00      1.36      0.00      0.00     10.88
18:18:43         14     91.55      0.00      1.01      0.00      0.00      7.43
18:18:43         15     94.00      0.00      1.00      0.00      0.00      5.00
18:18:43         16      0.00      0.00      2.41      0.00      0.00     97.59
18:18:43         17      0.00      0.00      0.33      0.00      0.00     99.67
18:18:43         18      0.34      0.00      0.67      0.00      0.00     98.99
18:18:43         19      0.00      0.00      0.00      0.00      0.00    100.00
18:18:43         20      0.00      0.00      1.33      0.00      0.00     98.67
18:18:43         21      0.00      0.00      0.00      0.00      0.00    100.00
18:18:43         22      0.33      0.00      0.00      0.00      0.00     99.67
18:18:43         23      0.00      0.00      0.33      0.00      0.00     99.67
