Experiment of CPU usage start time:  Sat Sep 5 23:23:18 UTC 2020
Linux 4.15.0-101-generic (obelix53.cs.umass.edu) 	09/05/20 	_x86_64_	(32 CPU)

23:23:18        CPU     %user     %nice   %system   %iowait    %steal     %idle
23:23:21        all     29.03      0.00      0.51      0.00      0.00     70.46
23:23:21          0     99.33      0.00      0.67      0.00      0.00      0.00
23:23:21          1     99.00      0.00      0.67      0.00      0.00      0.00
23:23:21          2     99.33      0.00      0.67      0.00      0.00      0.00
23:23:21          3     99.67      0.00      0.33      0.00      0.00      0.00
23:23:21          4     99.34      0.00      0.66      0.00      0.00      0.00
23:23:21          5     18.37      0.00      2.38      0.00      0.00     79.25
23:23:21          6     16.78      0.00      1.37      0.00      0.00     81.85
23:23:21          7     15.07      0.00      1.03      0.00      0.00     83.90
23:23:21          8     99.33      0.00      0.33      0.00      0.00      0.00
23:23:21          9     99.00      0.00      0.67      0.00      0.00      0.00
23:23:21         10     16.67      0.00      1.36      0.00      0.00     81.63
23:23:21         11     16.49      0.00      1.03      0.00      0.00     82.47
23:23:21         12     16.10      0.00      0.68      0.00      0.00     83.22
23:23:21         13     99.33      0.00      0.67      0.00      0.00      0.00
23:23:21         14     16.04      0.00      0.68      0.00      0.00     83.28
23:23:21         15     15.02      0.00      1.71      0.00      0.00     83.28
23:23:21         16      0.33      0.00      0.00      0.00      0.00     99.67
23:23:21         17      0.00      0.00      0.00      0.00      0.00    100.00
23:23:21         18      0.00      0.00      0.00      0.00      0.00    100.00
23:23:21         19      0.00      0.00      0.00      0.00      0.00    100.00
23:23:21         20      0.00      0.00      0.00      0.00      0.00    100.00
23:23:21         21      0.00      0.00      0.00      0.00      0.00    100.00
23:23:21         22      0.00      0.00      0.00      0.00      0.00    100.00
23:23:21         23      0.00      0.00      0.00      0.00      0.00    100.00
23:23:21         24      0.00      0.00      0.00      0.00      0.00    100.00
23:23:21         25      0.00      0.00      0.00      0.00      0.00    100.00
23:23:21         26      0.00      0.00      0.00      0.00      0.00    100.00
23:23:21         27      0.00      0.00      0.00      0.00      0.00    100.00
23:23:21         28      0.00      0.00      0.00      0.00      0.00    100.00
23:23:21         29      0.00      0.00      0.00      0.00      0.00    100.00
23:23:21         30      0.33      0.00      0.67      0.00      0.00     99.00
23:23:21         31      0.00      0.00      0.00      0.00      0.00    100.00

23:23:21        CPU     %user     %nice   %system   %iowait    %steal     %idle
23:23:24        all     34.03      0.00      1.11      0.00      0.00     64.86
23:23:24          0     98.67      0.00      1.00      0.00      0.00      0.00
23:23:24          1     98.01      0.00      1.99      0.00      0.00      0.00
23:23:24          2     99.33      0.00      0.67      0.00      0.00      0.00
23:23:24          3     98.00      0.00      2.00      0.00      0.00      0.00
23:23:24          4     99.00      0.00      0.67      0.00      0.00      0.00
23:23:24          5     33.57      0.00      3.61      0.00      0.00     62.82
23:23:24          6     35.17      0.00      3.79      0.00      0.00     61.03
23:23:24          7     34.52      0.00      2.49      0.00      0.00     62.99
23:23:24          8     99.00      0.00      1.00      0.00      0.00      0.00
23:23:24          9     98.34      0.00      1.66      0.00      0.00      0.00
23:23:24         10     38.65      0.00      2.13      0.00      0.00     59.22
23:23:24         11     37.91      0.00      2.53      0.00      0.00     59.57
23:23:24         12     34.98      0.00      2.12      0.00      0.00     62.90
23:23:24         13     99.34      0.00      0.66      0.00      0.00      0.00
23:23:24         14     32.98      0.00      1.77      0.00      0.00     65.25
23:23:24         15     32.98      0.00      1.75      0.00      0.00     65.26
23:23:24         16      0.67      0.00      0.67      0.00      0.00     98.66
23:23:24         17      0.33      0.00      0.33      0.00      0.00     99.34
23:23:24         18      4.67      0.00      0.67      0.00      0.00     94.67
23:23:24         19      0.00      0.00      0.00      0.00      0.00    100.00
23:23:24         20      0.00      0.00      0.00      0.00      0.00    100.00
23:23:24         21      0.00      0.00      0.34      0.00      0.00     99.66
23:23:24         22      0.00      0.00      0.33      0.00      0.00     99.67
23:23:24         23      1.34      0.00      0.34      0.00      0.00     98.32
23:23:24         24      0.00      0.00      0.00      0.00      0.00    100.00
23:23:24         25      0.00      0.00      0.00      0.00      0.00    100.00
23:23:24         26      0.00      0.00      0.67      0.00      0.00     99.33
23:23:24         27      0.00      0.00      0.00      0.00      0.00    100.00
23:23:24         28      6.69      0.00      1.67      0.00      0.00     91.64
23:23:24         29      1.99      0.00      0.33      0.00      0.00     97.67
23:23:24         30      1.67      0.00      1.33      0.00      0.00     97.00
23:23:24         31      0.00      0.00      0.67      0.00      0.00     99.33

23:23:24        CPU     %user     %nice   %system   %iowait    %steal     %idle
23:23:27        all     32.57      0.00      0.60      0.00      0.00     66.83
23:23:27          0    100.00      0.00      0.00      0.00      0.00      0.00
