Experiment of CPU usage start time:  Sat Sep 5 18:32:06 UTC 2020
Linux 4.15.0-101-generic (obelix53.cs.umass.edu) 	09/05/20 	_x86_64_	(32 CPU)

18:32:06        CPU     %user     %nice   %system   %iowait    %steal     %idle
18:32:09        all     24.35      0.00      0.28      0.00      0.00     75.37
18:32:09          0     97.01      0.00      0.66      0.00      0.00      2.33
18:32:09          1     97.33      0.00      0.67      0.00      0.00      2.00
18:32:09          2     97.34      0.00      0.33      0.00      0.00      2.33
18:32:09          3     96.67      0.00      0.33      0.00      0.00      3.00
18:32:09          4     97.34      0.00      0.66      0.00      0.00      1.99
18:32:09          5     97.67      0.00      1.00      0.00      0.00      1.33
18:32:09          6     96.33      0.00      0.67      0.00      0.00      3.00
18:32:09          7     96.68      0.00      1.33      0.00      0.00      1.99
18:32:09          8      0.34      0.00      0.67      0.00      0.00     98.99
18:32:09          9      0.00      0.00      0.00      0.00      0.00    100.00
18:32:09         10      0.00      0.00      0.00      0.00      0.00    100.00
18:32:09         11      0.00      0.00      0.66      0.00      0.00     99.34
18:32:09         12      0.00      0.00      0.00      0.00      0.00    100.00
18:32:09         13      0.00      0.00      0.00      0.00      0.00    100.00
18:32:09         14      0.00      0.00      0.00      0.00      0.00    100.00
18:32:09         15      0.00      0.00      0.00      0.00      0.00    100.00
18:32:09         16      0.00      0.00      0.34      0.00      0.00     99.66
18:32:09         17      0.33      0.00      0.00      0.00      0.00     99.67
18:32:09         18      0.00      0.00      0.00      0.00      0.00    100.00
18:32:09         19      0.00      0.00      0.00      0.00      0.00    100.00
18:32:09         20      0.00      0.00      0.00      0.00      0.00    100.00
18:32:09         21      0.00      0.00      0.00      0.00      0.00    100.00
18:32:09         22      0.00      0.00      0.00      0.00      0.00    100.00
18:32:09         23      0.00      0.00      0.00      0.00      0.00    100.00
18:32:09         24      0.00      0.00      0.00      0.00      0.00    100.00
18:32:09         25      0.00      0.00      0.00      0.00      0.00    100.00
18:32:09         26      0.00      0.00      1.67      0.00      0.00     98.33
18:32:09         27      0.00      0.00      0.00      0.00      0.00    100.00
18:32:09         28      0.00      0.00      0.00      0.00      0.00    100.00
18:32:09         29      0.00      0.00      0.00      0.00      0.00    100.00
18:32:09         30      0.00      0.00      0.00      0.00      0.00    100.00
18:32:09         31      0.00      0.00      0.00      0.00      0.00    100.00

18:32:09        CPU     %user     %nice   %system   %iowait    %steal     %idle
18:32:12        all     24.95      0.00      1.01      0.00      0.00     74.05
18:32:12          0     98.00      0.00      0.67      0.00      0.00      1.33
18:32:12          1     98.33      0.00      0.67      0.00      0.00      1.00
18:32:12          2     97.99      0.00      1.00      0.00      0.00      1.00
18:32:12          3     96.66      0.00      2.68      0.00      0.00      0.67
18:32:12          4     97.00      0.00      2.00      0.00      0.00      1.00
18:32:12          5     99.00      0.00      0.67      0.00      0.00      0.33
18:32:12          6     98.33      0.00      1.00      0.00      0.00      0.67
18:32:12          7     96.99      0.00      2.01      0.00      0.00      1.00
18:32:12          8      0.30      0.00     11.18      0.00      0.00     88.52
18:32:12          9      1.01      0.00      0.67      0.00      0.00     98.32
18:32:12         10      1.00      0.00      1.00      0.00      0.00     97.99
18:32:12         11      1.67      0.00      0.33      0.00      0.00     97.99
