Experiment of CPU usage start time:  Sat Sep 5 17:53:00 UTC 2020
Linux 4.15.0-101-generic (obelix53.cs.umass.edu) 	09/05/20 	_x86_64_	(32 CPU)

17:53:00        CPU     %user     %nice   %system   %iowait    %steal     %idle
17:53:03        all     46.44      0.00      0.49      0.00      0.00     53.07
17:53:03          0     91.58      0.00      0.67      0.00      0.00      7.74
17:53:03          1     94.31      0.00      0.33      0.00      0.00      5.35
17:53:03          2     93.94      0.00      0.67      0.00      0.00      5.39
17:53:03          3     93.33      0.00      1.33      0.00      0.00      5.33
17:53:03          4     93.00      0.00      1.33      0.00      0.00      5.67
17:53:03          5     93.31      0.00      0.33      0.00      0.00      6.35
17:53:03          6     93.60      0.00      0.34      0.00      0.00      6.06
17:53:03          7     93.69      0.00      0.66      0.00      0.00      5.65
17:53:03          8     92.33      0.00      0.33      0.00      0.00      7.33
17:53:03          9     90.70      0.00      1.00      0.00      0.00      7.97
17:53:03         10     91.61      0.00      0.34      0.00      0.00      8.05
17:53:03         11     89.37      0.00      1.00      0.00      0.00      9.63
17:53:03         12     93.00      0.00      0.33      0.00      0.00      6.67
17:53:03         13     96.00      0.00      0.67      0.00      0.00      3.33
17:53:03         14     92.33      0.00      0.67      0.00      0.00      7.00
17:53:03         15     92.00      0.00      0.67      0.00      0.00      7.00
17:53:03         16      0.00      0.00      1.72      0.00      0.00     98.28
17:53:03         17      0.00      0.00      0.00      0.00      0.00    100.00
17:53:03         18      0.00      0.00      0.33      0.00      0.00     99.67
17:53:03         19      0.00      0.00      0.00      0.00      0.00    100.00
17:53:03         20      0.00      0.00      0.00      0.00      0.00    100.00
17:53:03         21      0.00      0.00      0.00      0.00      0.00    100.00
17:53:03         22      0.33      0.00      0.00      0.00      0.00     99.67
17:53:03         23      0.00      0.00      0.00      0.00      0.00    100.00
17:53:03         24      0.00      0.00      0.00      0.00      0.00    100.00
17:53:03         25      0.00      0.00      0.00      0.00      0.00    100.00
17:53:03         26      0.00      0.00      2.39      0.00      0.00     97.61
17:53:03         27      0.00      0.00      0.00      0.00      0.00    100.00
17:53:03         28      0.00      0.00      0.00      0.00      0.00    100.00
17:53:03         29      0.33      0.00      0.33      0.00      0.00     99.34
17:53:03         30      0.00      0.00      0.00      0.00      0.00    100.00
17:53:03         31      0.00      0.00      0.33      0.00      0.00     99.67

17:53:03        CPU     %user     %nice   %system   %iowait    %steal     %idle
17:53:06        all     46.27      0.00      1.02      0.00      0.00     52.72
17:53:06          0     93.02      0.00      1.00      0.00      0.00      5.98
17:53:06          1     91.00      0.00      1.33      0.00      0.00      7.67
17:53:06          2     91.28      0.00      1.68      0.00      0.00      7.05
17:53:06          3     88.59      0.00      0.67      0.00      0.00     10.40
17:53:06          4     91.00      0.00      1.00      0.00      0.00      7.67
17:53:06          5     89.33      0.00      1.33      0.00      0.00      9.33
17:53:06          6     93.98      0.00      1.67      0.00      0.00      4.35
17:53:06          7     86.62      0.00      1.67      0.00      0.00     11.37
17:53:06          8     87.92      0.00      1.01      0.00      0.00     11.07
17:53:06          9     88.22      0.00      0.67      0.00      0.00     11.11
17:53:06         10     91.00      0.00      0.67      0.00      0.00      8.33
17:53:06         11     91.00      0.00      1.67      0.00      0.00      7.33
17:53:06         12     89.30      0.00      1.00      0.00      0.00      9.70
17:53:06         13     90.14      0.00      1.36      0.00      0.00      8.50
17:53:06         14     92.31      0.00      1.00      0.00      0.00      6.35
17:53:06         15     92.98      0.00      0.33      0.00      0.00      6.69
17:53:06         16      0.34      0.00      2.76      0.00      0.00     96.90
17:53:06         17      2.98      0.00      1.32      0.00      0.00     95.70
17:53:06         18      0.00      0.00      0.34      0.00      0.00     99.66
17:53:06         19      0.67      0.00      1.00      0.00      0.00     98.33
17:53:06         20      0.00      0.00      0.00      0.00      0.00    100.00
17:53:06         21      0.00      0.00      0.67      0.00      0.00     99.33
17:53:06         22      6.02      0.00      0.67      0.00      0.00     93.31
17:53:06         23      0.33      0.00      0.66      0.00      0.00     99.00
17:53:06         24      0.00      0.00      1.67      0.00      0.00     98.33
17:53:06         25      2.67      0.00      0.33      0.00      0.00     97.00
17:53:06         26     11.60      0.00      3.75      0.00      0.00     84.64
17:53:06         27      0.00      0.00      0.33      0.00      0.00     99.67
17:53:06         28      2.33      0.00      0.67      0.00      0.00     97.00
17:53:06         29      0.67      0.00      0.33      0.00      0.00     99.00
17:53:06         30      2.01      0.00      0.67      0.00      0.00     97.32
17:53:06         31      0.33      0.00      0.33      0.00      0.00     99.33

17:53:06        CPU     %user     %nice   %system   %iowait    %steal     %idle
17:53:09        all     45.57      0.00      0.92      0.00      0.00     53.51
17:53:09          0     89.37      0.00      1.99      0.00      0.00      8.64
17:53:09          1     91.97      0.00      1.34      0.00      0.00      6.69
17:53:09          2     89.26      0.00      1.68      0.00      0.00      9.06
17:53:09          3     92.69      0.00      1.33      0.00      0.00      5.98
17:53:09          4     86.20      0.00      1.35      0.00      0.00     12.46
17:53:09          5     93.67      0.00      1.00      0.00      0.00      5.33
17:53:09          6     93.98      0.00      1.34      0.00      0.00      4.68
17:53:09          7     94.31      0.00      2.34      0.00      0.00      3.34
17:53:09          8     87.33      0.00      1.00      0.00      0.00     11.67
17:53:09          9     92.36      0.00      2.66      0.00      0.00      4.98
17:53:09         10     90.60      0.00      1.34      0.00      0.00      8.05
17:53:09         11     85.19      0.00      1.35      0.00      0.00     13.47
17:53:09         12     92.91      0.00      0.68      0.00      0.00      6.42
17:53:09         13     94.33      0.00      2.00      0.00      0.00      3.67
17:53:09         14     93.36      0.00      1.33      0.00      0.00      5.32
17:53:09         15     90.37      0.00      1.33      0.00      0.00      8.31
17:53:09         16      0.00      0.00      3.38      0.00      0.00     96.62
17:53:09         17      0.00      0.00      0.00      0.00      0.00    100.00
17:53:09         18      0.00      0.00      0.00      0.00      0.00    100.00
17:53:09         19      0.00      0.00      0.00      0.00      0.00    100.00
17:53:09         20      0.00      0.00      0.00      0.00      0.00    100.00
17:53:09         21      0.00      0.00      0.00      0.00      0.00    100.00
17:53:09         22      0.00      0.00      0.00      0.00      0.00    100.00
17:53:09         23      0.00      0.00      0.00      0.00      0.00    100.00
17:53:09         24      0.00      0.00      0.00      0.00      0.00    100.00
17:53:09         25      0.00      0.00      0.00      0.00      0.00    100.00
17:53:09         26      0.00      0.00      2.73      0.00      0.00     97.27
17:53:09         27      0.00      0.00      0.00      0.00      0.00    100.00
17:53:09         28      0.00      0.00      0.33      0.00      0.00     99.67
17:53:09         29      0.00      0.00      0.00      0.00      0.00    100.00
17:53:09         30      0.00      0.00      0.00      0.00      0.00    100.00
17:53:09         31      0.00      0.00      0.00      0.00      0.00    100.00

