Experiment of CPU usage start time:  Sat Sep 5 03:53:56 UTC 2020
Linux 4.15.0-101-generic (obelix53.cs.umass.edu) 	09/05/20 	_x86_64_	(32 CPU)

03:53:56        CPU     %user     %nice   %system   %iowait    %steal     %idle
03:53:59        all     77.28      0.00      2.52      0.00      0.00     20.20
03:53:59          0     78.93      0.00      2.34      0.00      0.00     18.73
03:53:59          1     85.48      0.00      2.64      0.00      0.00     11.88
03:53:59          2     79.33      0.00      2.67      0.00      0.00     18.00
03:53:59          3     79.33      0.00      3.33      0.00      0.00     17.33
03:53:59          4     75.77      0.00      2.39      0.00      0.00     21.84
03:53:59          5     72.43      0.00      2.99      0.00      0.00     24.58
03:53:59          6     74.50      0.00      2.32      0.00      0.00     23.18
03:53:59          7     82.18      0.00      3.30      0.00      0.00     14.52
03:53:59          8     73.31      0.00      1.35      0.00      0.00     25.34
03:53:59          9     77.78      0.00      2.02      0.00      0.00     20.20
03:53:59         10     81.33      0.00      2.33      0.00      0.00     16.33
03:53:59         11     72.05      0.00      1.68      0.00      0.00     26.26
03:53:59         12     73.42      0.00      3.32      0.00      0.00     23.26
03:53:59         13     84.72      0.00      1.66      0.00      0.00     13.62
03:53:59         14     83.93      0.00      2.30      0.00      0.00     13.77
03:53:59         15     81.19      0.00      1.98      0.00      0.00     16.83
03:53:59         16     76.00      0.00      3.67      0.00      0.00     20.33
03:53:59         17     73.74      0.00      1.68      0.00      0.00     24.58
03:53:59         18     82.95      0.00      1.97      0.00      0.00     14.75
03:53:59         19     72.52      0.00      1.99      0.00      0.00     25.50
03:53:59         20     77.52      0.00      2.01      0.00      0.00     20.47
03:53:59         21     75.08      0.00      2.33      0.00      0.00     22.59
03:53:59         22     75.00      0.00      2.00      0.00      0.00     23.00
03:53:59         23     72.85      0.00      2.98      0.00      0.00     24.17
03:53:59         24     81.13      0.00      1.66      0.00      0.00     17.22
03:53:59         25     75.42      0.00      1.99      0.00      0.00     22.59
03:53:59         26     76.35      0.00      3.04      0.00      0.00     20.61
03:53:59         27     71.67      0.00      4.00      0.00      0.00     24.33
03:53:59         28     61.33      0.00      3.67      0.00      0.00     35.00
03:53:59         29     82.00      0.00      4.00      0.00      0.00     14.00
03:53:59         30     81.91      0.00      1.97      0.00      0.00     16.12
03:53:59         31     82.00      0.00      2.00      0.00      0.00     16.00

03:53:59        CPU     %user     %nice   %system   %iowait    %steal     %idle
03:54:02        all     74.89      0.00      2.41      0.00      0.00     22.70
03:54:02          0     83.05      0.00      1.02      0.00      0.00     15.93
03:54:02          1     88.96      0.00      2.34      0.00      0.00      8.70
03:54:02          2     76.25      0.00      2.34      0.00      0.00     21.40
03:54:02          3     75.67      0.00      2.67      0.00      0.00     21.67
03:54:02          4     77.18      0.00      1.68      0.00      0.00     21.14
03:54:02          5     69.57      0.00      2.68      0.00      0.00     27.76
03:54:02          6     83.84      0.00      1.68      0.00      0.00     14.48
03:54:02          7     82.55      0.00      3.36      0.00      0.00     14.09
03:54:02          8     71.53      0.00      2.03      0.00      0.00     26.44
03:54:02          9     76.35      0.00      1.69      0.00      0.00     21.96
03:54:02         10     81.27      0.00      1.67      0.00      0.00     17.06
03:54:02         11     62.21      0.00      3.68      0.00      0.00     34.11
03:54:02         12     65.35      0.00      2.31      0.00      0.00     32.34
03:54:02         13     79.73      0.00      1.69      0.00      0.00     18.24
03:54:02         14     85.62      0.00      1.00      0.00      0.00     13.38
03:54:02         15     69.62      0.00      1.71      0.00      0.00     28.67
03:54:02         16     59.26      0.00      6.40      0.00      0.00     34.34
03:54:02         17     81.21      0.00      2.35      0.00      0.00     16.44
03:54:02         18     80.00      0.00      1.69      0.00      0.00     18.31
03:54:02         19     79.19      0.00      2.35      0.00      0.00     18.46
03:54:02         20     64.88      0.00      2.68      0.00      0.00     32.44
